TIME_NANOSECONDS_TAI ,OMPS_Range_M[1] ,OMPS_Range_M[2] ,OMPS_Range_M[3] ,OMPS_Range_M[4] ,OMPS_DopplerSpeed_MpS[1] ,OMPS_DopplerSpeed_MpS[2] ,OMPS_DopplerSpeed_MpS[3] ,OMPS_DopplerSpeed_MpS[4]
1.60259663539107e+18,1263.125,23.3125,1674.4375,25.875,0,-45.23828125,25.71484375,-45.61328125
1.60259663549107e+18,1243.8125,23.625,1648.6875,23.0625,0,26.6640625,27.0390625,-45.046875
1.60259663559107e+18,0,23.625,1623.5,46.375,0,-45.046875,26.47265625,-45.42578125
1.60259663569107e+18,1204.4375,25.0625,1598.25,27.5625,0,-44.48046875,26.28515625,-45.09765625
1.60259663579107e+18,0,23.4375,1272.0625,37.875,0,-45.046875,27.41796875,-44.859375
1.60259663589107e+18,0,23.25,895.5,30.5625,0,-44.859375,28.5546875,28.17578125
1.60259663599107e+18,0,23.3125,25.3125,4923.1875,0,-45.11328125,28.8046875,25.71484375
1.60259663609107e+18,0,23.4375,5123.3125,4596.875,0,-45.046875,27.1328125,28.6484375
1.60259663619107e+18,0,23.625,4871.5625,3841.75,0,-44.48046875,27.984375,26.09375
1.60259663629107e+18,0,23.25,3954.625,3592.25,0,28.5546875,27.2265625,28.36328125
1.60259663639107e+18,0,23.75,3621.125,3037.1875,0,-44.48046875,28.5546875,23.19140625
1.60259663649107e+18,0,23.375,2920.6875,2367.125,0,-44.859375,26,25.71484375
1.60259663659107e+18,0,23.6875,1968.1875,1641.1875,0,-44.859375,26.78515625,27.0390625
1.60259663669107e+18,0,23.5,1452.5,790.25,0,28.078125,25.71484375,-45.23828125
1.60259663679107e+18,0,23.375,1107.75,23.0625,0,-45.30078125,-45.23828125,-45.23828125
1.60259663689107e+18,0,23.5,35.25,38.3125,0,-45.23828125,25.62109375,-45.42578125
1.60259663699107e+18,0,23.375,4946.8125,43,0,-44.921875,28.84375,-45.11328125
1.60259663709107e+18,0,23.375,4640.5625,23.375,0,27.37109375,27.1640625,-45.61328125
1.60259663719107e+18,0,23.25,3700.3125,23.0625,0,-45.42578125,27.0390625,-45.11328125
1.60259663729107e+18,0,25.125,3686.125,33.9375,0,-45.23828125,28.7890625,-44.54296875
1.60259663739107e+18,0,23.4375,3065.8125,24.875,0,-45.23828125,28.7421875,-45
1.60259663749107e+18,0,23.8125,2227.3125,25.25,0,-44.953125,26.28515625,-44.859375
1.60259663759107e+18,0,23.875,1718.375,23.5,0,-44.54296875,27.35546875,-45.42578125
1.60259663769107e+18,0,23.375,1042,23.1875,0,-44.921875,25.71484375,-44.859375
1.60259663779107e+18,0,23.5625,22.9375,22.8125,0,-44.48046875,28.84765625,-45.23828125
1.60259663789107e+18,0,23.5625,5445.5625,26.75,0,27.1640625,28.7421875,-45.42578125
1.60259663799107e+18,0,23.8125,4641.375,30.0625,28.85546875,-45.42578125,28.875,-45.046875
1.60259663809107e+18,0,23.625,3754.1875,25.125,0,-45.42578125,24.95703125,-44.765625
1.60259663819107e+18,0,23.75,3510.0625,25.4375,0,-45.046875,26.03125,-45.046875
1.60259663829107e+18,0,23.5625,3023.3125,27.6875,0,-45.046875,27.60546875,-45.23828125
1.60259663839107e+18,0,23.875,1984.125,33.25,0,-45.046875,28.89453125,-44.859375
1.60259663849107e+18,0,23.4375,1387.6875,26.5625,0,-45.11328125,26.37890625,-45.61328125
1.60259663859107e+18,0,23.5625,694,23.1875,0,-45.30078125,25.52734375,-45.23828125
1.60259663869107e+18,0,23.5625,24.6875,33,0,-44.671875,25.94921875,-45.42578125
1.60259663879107e+18,0,23.625,4979.9375,23.1875,0,-45.14453125,27.41796875,-45.42578125
1.60259663889107e+18,0,23.5625,4707.625,23.1875,0,28.17578125,27.921875,28.85546875
1.60259663899107e+18,0,23.375,4227.625,24.1875,0,-45.42578125,28.4140625,-44.921875
1.60259663909107e+18,0,23.5625,3146.0625,49.4375,0,-44.578125,28.7421875,-44.859375
1.60259663919107e+18,0,23.4375,3073.25,23,0,28.8359375,25.52734375,-45.61328125
1.60259663929107e+18,0,23.3125,1947.1875,27.3125,0,28.87109375,27.2265625,-45.23828125
1.60259663939107e+18,0,23.3125,1694.75,23,0,-44.953125,28.7890625,-44.765625
1.60259663949107e+18,0,23.625,928.8125,25.0625,0,-44.953125,27.2265625,-45.30078125
1.60259663959107e+18,24,23.25,23,26.4375,0,-44.859375,28.84765625,-45.42578125
1.60259663969107e+18,0,23.375,5244.5,23.5625,0,-45,28.86328125,-44.859375
1.60259663979107e+18,0,23.375,4816.4375,48.5625,0,-44.859375,28.84765625,-45.046875
1.60259663989107e+18,0,23.1875,4302.875,24.375,0,-44.1640625,28.6015625,-45.046875
1.60259663999107e+18,0,24.1875,3398.25,23.4375,0,-44.671875,27.41796875,-45.42578125
1.60259664009107e+18,0,23.4375,3049.75,24.5625,0,-45.30078125,25.96484375,-45.14453125
1.60259664019107e+18,0,23.6875,2349.9375,27.375,0,-44.859375,27.51171875,-45.23828125
1.60259664029107e+18,0,23.375,1493.0625,33.75,0,28.875,26.140625,26.6640625
1.60259664039107e+18,0,26.25,723.1875,24.6875,0,28.85546875,28.85546875,-45.61328125
1.60259664049107e+18,0,395.1875,490.3125,397,0,28.17578125,28.8359375,-45.33203125
1.60259664059107e+18,391.625,23.5625,480.0625,24.3125,0,27.35546875,28.36328125,-45.14453125
1.60259664069107e+18,0,23.8125,470.9375,40.375,0,-44.671875,27.2265625,-44.859375
1.60259664079107e+18,0,23.4375,24.125,27.625,0,-45.14453125,27.796875,-45.61328125
1.60259664089107e+18,0,23.5625,454.9375,29,0,-44.671875,27.0390625,-45.11328125
1.60259664099107e+18,0,23.625,445.0625,33.5625,0,28.7421875,24.01171875,-45.42578125
1.60259664109107e+18,0,23.9375,23.25,24.6875,0,-45.42578125,28.7421875,-45.61328125
1.60259664119107e+18,0,23.5625,4935.25,23.375,0,-44.48046875,28.5546875,-45.23828125
1.60259664129107e+18,0,23.875,4443.375,24.875,0,-45.23828125,28.45703125,-45.23828125
1.60259664139107e+18,0,23.25,3710.5625,36.9375,0,-44.859375,28.11328125,-45.23828125
1.60259664149107e+18,0,24.0625,3312.5625,23.3125,0,-44.859375,26.8515625,-45.42578125
1.60259664159107e+18,0,23.375,2984,24.5,0,-45.42578125,26.6640625,-44.859375
1.60259664169107e+18,0,23.4375,2028.5625,23.0625,0,-44.921875,26.6640625,-45.4921875
1.60259664179107e+18,0,23.6875,1639.4375,23.25,0,-45.14453125,27.41796875,-45.046875
1.60259664189107e+18,0,27.9375,1110.6875,39.1875,0,-44.921875,27.984375,-45.11328125
1.60259664199107e+18,0,23.8125,328,31.0625,0,28.87109375,27.51171875,-44.29296875
1.60259664209107e+18,0,23.8125,312.5,23,0,-45.19140625,28.7421875,-45.61328125
1.60259664219107e+18,2122.875,23.5,298.125,53.5625,0,-44.1015625,27.0390625,-45.23828125
1.60259664229107e+18,0,221.5625,284.3125,218.3125,0,28.86328125,25.71484375,-44.859375
1.60259664239107e+18,0,23.5625,271.375,209.3125,0,-45.046875,23.63671875,-45.42578125
1.60259664249107e+18,0,23.1875,258.5,33.9375,0,-45.11328125,25.5625,-45.4921875
1.60259664259107e+18,198.5,194,244.5625,191.75,0,-44.48046875,26.47265625,-45.42578125
1.60259664269107e+18,23.875,185.25,232.3125,183.5,26.47265625,-44.859375,25.65234375,-44.859375
1.60259664279107e+18,181.5625,177.5,222.125,175.4375,0,-45.23828125,26.7578125,28.4921875
1.60259664289107e+18,173.875,169.6875,212.8125,169.4375,0,27.0390625,27.35546875,-45.14453125
1.60259664299107e+18,166.125,162.875,204.1875,163.625,0,27.796875,27.9375,-45.046875
1.60259664309107e+18,158.8125,156.375,195.375,157.1875,0,21.36328125,28.85546875,-44.859375
1.60259664319107e+18,151,150.1875,187.1875,151.3125,0,22.12109375,28.9140625,-45.23828125
1.60259664329107e+18,144.9375,143.75,179.1875,145.5625,28.6796875,23.16015625,28.8828125,24.203125
1.60259664339107e+18,139,138.0625,172.875,140.125,28.36328125,25.90625,28.9140625,26.9765625
1.60259664349107e+18,133.25,132.75,166.75,134.9375,27.796875,26.9453125,26.09375,28.20703125
1.60259664359107e+18,127.75,127.875,161.0625,129.875,28.8359375,28.875,28.87109375,28.8515625
1.60259664369107e+18,122.6875,123.125,155.8125,125.125,28.90234375,28.84375,28.91015625,28.85546875
1.60259664379107e+18,117.75,118.4375,150.6875,120.375,28.87109375,28.87109375,28.8984375,28.85546875
1.60259664389107e+18,113.3125,113.875,145.6875,115.625,28.91015625,28.88671875,28.8984375,28.88671875
1.60259664399107e+18,108.8125,109.4375,140.375,110.9375,25.52734375,25.1484375,28.7890625,25.2421875
1.60259664409107e+18,104.5,105.125,135.375,106.1875,28.9375,28.84375,27.51171875,28.890625
1.60259664419107e+18,100.3125,100.9375,130.25,102,28.93359375,28.94140625,26.28515625,28.91015625
1.60259664429107e+18,96.5,97.125,125.3125,97.75,28.91015625,28.9140625,24.62890625,28.8828125
1.60259664439107e+18,92.8125,93.25,120.75,93.625,28.86328125,28.87109375,23.3515625,28.859375
1.60259664449107e+18,89.25,89.5,116.3125,89.875,28.09375,27.9140625,22.03515625,27.25390625
1.60259664459107e+18,85.75,86.125,112.0625,86.4375,26.30859375,26.47265625,20.48828125,26.56640625
1.60259664469107e+18,82.625,83,107.9375,83,24.78125,24.265625,19.078125,24.328125
1.60259664479107e+18,79.6875,79.9375,104,79.8125,22.9921875,23.109375,17.95703125,22.6875
1.60259664489107e+18,76.8125,76.9375,99.5625,76.8125,21.109375,21.6953125,16.82421875,21.55078125
1.60259664499107e+18,74.0625,74,95.875,73.625,20.19140625,19.81640625,15.34765625,19.5859375
1.60259664509107e+18,71.4375,71.4375,93,70.875,18.578125,18.18359375,13.83203125,18.4296875
1.60259664519107e+18,69.125,69,90,68.375,16.5703125,16.46875,12.8125,16.82421875
1.60259664529107e+18,67.1875,66.75,86.6875,66.0625,15.3359375,15.84765625,11.92578125,15.28125
1.60259664539107e+18,65.25,64.75,83.875,64.0625,13.7265625,13.60546875,10.9765625,14.42578125
1.60259664549107e+18,63.0625,61.625,81.125,62,13.3203125,13.66796875,10.01171875,12.68359375
1.60259664559107e+18,60.8125,60.625,78.8125,60.5,11.3359375,2.6328125,9.16015625,11.54296875
1.60259664569107e+18,60.0625,59.5625,76.6875,58.875,10.01171875,9.7265625,7.9296875,10.01171875
1.60259664579107e+18,58.625,58.125,74.8125,57.625,7.7421875,9.015625,7.375,9.21484375
1.60259664589107e+18,57.5,56.875,73.125,56.375,6.06640625,7.84375,6.6171875,8.30859375
1.60259664599107e+18,56.375,55.8125,71.4375,55.375,6.79296875,6.0390625,5.7734375,7.22265625
1.60259664609107e+18,55.4375,54.8125,70.125,54.5,3.7109375,6.2265625,5.01953125,6.38671875
1.60259664619107e+18,54.625,54.0625,69,53.875,4.14453125,5.09375,4.421875,5.1640625
1.60259664629107e+18,54,53.5,68.125,53.1875,-6.5,4.49609375,4.05859375,4.515625
1.60259664639107e+18,53.375,52.875,67.1875,52.6875,4.09765625,3.6484375,4.65234375,3.9375
1.60259664649107e+18,52.9375,52.3125,66.6875,52.125,3.0859375,3.26171875,2.16015625,3.42578125
1.60259664659107e+18,52.5625,51.8125,66,51.625,2.8203125,3.2578125,3.23828125,3.19140625
1.60259664669107e+18,52.0625,51.6875,65.4375,51.5,2.6328125,3.37109375,2.78125,3.0625
1.60259664679107e+18,51.6875,51.1875,47.125,50.875,2.66015625,2.78125,2.65625,2.98828125
1.60259664689107e+18,51.5,50.9375,47.0625,50.875,2.93359375,2.8125,3.46484375,2.70703125
1.60259664699107e+18,50.875,50.4375,64.0625,50.3125,2.62109375,2.70703125,-0.0703125,2.71484375
1.60259664709107e+18,50.8125,50.1875,52,50.3125,2.76171875,2.8828125,0.359375,2.87890625
1.60259664719107e+18,50.25,49.8125,50.625,49.75,2.57421875,2.90234375,2.6484375,3.15234375
1.60259664729107e+18,50.125,49.75,51.5,49.625,2.89453125,3,-0.71875,2.89453125
1.60259664739107e+18,49.625,49.1875,49.875,49.375,3.00390625,3.1171875,-2.23828125,3.05859375
1.60259664749107e+18,49.625,49.1875,47.875,49.0625,3.1171875,3.14453125,1.140625,2.95703125
1.60259664759107e+18,49,48.625,50.9375,48.9375,3.03125,2.99609375,1.1953125,3.2578125
1.60259664769107e+18,49,48.625,50.25,48.5,3.0234375,3.15234375,0.7734375,3.08984375
1.60259664779107e+18,48.4375,48,49.625,48.375,3.0234375,3.32421875,0.359375,3.125
1.60259664789107e+18,48.3125,48.0625,39.3125,47.875,3.1015625,3.26171875,-1.05859375,3.19140625
1.60259664799107e+18,47.75,47.4375,45.375,47.8125,3.01171875,3.171875,2.7734375,2.9609375
1.60259664809107e+18,47.6875,47.5,45.25,47.3125,3.02734375,3.2734375,2.8828125,2.875
1.60259664819107e+18,47.125,46.875,39.25,47.25,2.98828125,3.14453125,2.87890625,3.12109375
1.60259664829107e+18,47.1875,46.9375,37.9375,46.6875,2.93359375,3.1015625,2.75390625,3.03515625
1.60259664839107e+18,46.5625,46.5625,37.4375,46.75,2.85546875,2.94140625,2.89453125,3.140625
1.60259664849107e+18,46.6875,46.3125,45.625,46.125,3.078125,2.94140625,2.9609375,2.8515625
1.60259664859107e+18,46,46.25,45.25,46.125,2.99609375,2.86328125,1.08984375,2.9453125
1.60259664869107e+18,46.125,45.5625,45.5,45.5625,2.59765625,2.9296875,2.86328125,2.7265625
1.60259664879107e+18,45.5625,45.6875,34.3125,45.4375,2.69140625,2.796875,2.78515625,2.859375
1.60259664889107e+18,45.375,45,44.125,44.8125,2.98828125,2.69921875,0.7890625,2.8359375
1.60259664899107e+18,45.25,45.1875,33,45,3.08984375,2.8359375,3.26953125,2.8203125
1.60259664909107e+18,44.75,44.375,44.0625,44.25,2.87109375,2.875,1.26171875,2.78125
1.60259664919107e+18,44.8125,44.375,32.5,44.25,3.12890625,3.13671875,2.74609375,2.89453125
1.60259664929107e+18,44.1875,44,32.625,43.6875,2.421875,3.046875,0.609375,3.01171875
1.60259664939107e+18,44.0625,43.8125,33.1875,43.6875,2.6328125,2.93359375,1.55859375,2.9453125
1.60259664949107e+18,43.6875,43.4375,32.4375,43,2.6015625,2.91796875,0.83203125,2.84375
1.60259664959107e+18,43.5625,43.3125,55.25,43.0625,3.08984375,2.94140625,2.93359375,3.07421875
1.60259664969107e+18,43,42.5625,32.875,42.375,2.85546875,2.8828125,2.1796875,3.00390625
1.60259664979107e+18,43.0625,42.75,54.625,42.4375,2.69140625,2.95703125,2.7578125,3.1015625
1.60259664989107e+18,42.4375,42.0625,54.0625,41.8125,2.8515625,2.98828125,1.86328125,2.8828125
1.60259664999107e+18,42.4375,42.0625,53.875,41.875,3.34765625,2.83984375,3.38671875,3.05859375
1.60259665009107e+18,41.8125,41.4375,53.25,41.1875,3.24609375,2.92578125,1.0234375,2.99609375
1.60259665019107e+18,41.8125,41.5,50.75,41.3125,2.609375,2.94140625,2.578125,2.90234375
1.60259665029107e+18,41.1875,40.8125,50.875,40.5625,2.8203125,2.8359375,1.90625,3.04296875
1.60259665039107e+18,41.25,40.8125,51.4375,40.6875,2.98828125,2.9921875,1.6875,3.01171875
1.60259665049107e+18,40.75,40.1875,51.4375,40.125,2.890625,2.94921875,1.3828125,2.9921875
1.60259665059107e+18,40.75,40.1875,51.125,40,2.9765625,2.84375,1.9296875,2.99609375
1.60259665069107e+18,40,39.5,50.9375,39.375,2.64453125,2.828125,2.80078125,2.77734375
1.60259665079107e+18,40.125,39.625,50.3125,39.4375,2.890625,2.984375,1.875,2.984375
1.60259665089107e+18,39.4375,39,50.125,38.75,2.8359375,2.99609375,2.09375,2.8203125
1.60259665099107e+18,39.5,39.0625,49.6875,38.6875,3.16015625,2.921875,2.16015625,2.89453125
1.60259665109107e+18,38.75,38.3125,49,38.125,2.859375,2.953125,2.16796875,2.859375
1.60259665119107e+18,38.9375,38.4375,48.5625,38.25,2.8203125,3.0078125,1.84375,2.94140625
1.60259665129107e+18,38.1875,37.75,48.5,37.5,2.86328125,3.078125,2.1328125,2.85546875
1.60259665139107e+18,38.125,37.875,47.8125,37.5,2.8671875,2.796875,2.52734375,3.1171875
1.60259665149107e+18,37.5,37.1875,47.5,36.9375,2.99609375,2.8828125,3.2578125,2.94140625
1.60259665159107e+18,37.625,37.25,47.25,36.9375,3.19921875,2.8359375,2.01171875,3.09375
1.60259665169107e+18,36.9375,36.625,46.5625,36.375,2.60546875,3.01171875,2.66796875,2.875
1.60259665179107e+18,37.0625,36.5625,45.9375,36.375,2.91796875,2.90625,2.12109375,3.00390625
1.60259665189107e+18,36.4375,35.9375,45.9375,35.6875,2.91796875,2.95703125,2.9921875,2.94140625
1.60259665199107e+18,36.375,36,45.4375,35.8125,2.80859375,3,2.37890625,3.1015625
1.60259665209107e+18,35.75,35.375,45.3125,35.125,2.7421875,2.99609375,2.93359375,2.875
1.60259665219107e+18,35.8125,35.5,44.8125,35.25,2.69921875,2.97265625,2.1484375,3.0625
1.60259665229107e+18,35.125,34.75,44.125,34.5,2.70703125,3.015625,1.5078125,2.95703125
1.60259665239107e+18,35.3125,34.8125,44.25,34.5625,3.04296875,2.8515625,2.13671875,3.12109375
1.60259665249107e+18,34.5625,34.1875,43.5,33.9375,3.171875,2.90234375,2.2109375,2.86328125
1.60259665259107e+18,34.5,34.3125,43.4375,34.125,2.86328125,2.97265625,2.27734375,2.98046875
1.60259665269107e+18,33.9375,33.625,42.9375,33.375,2.796875,2.875,2.11328125,2.9296875
1.60259665279107e+18,34,33.6875,42.4375,33.3125,2.81640625,2.796875,1.73828125,2.890625
1.60259665289107e+18,33.3125,33,42.375,32.9375,2.52734375,2.8515625,2.1640625,2.984375
1.60259665299107e+18,33.375,33,41.6875,32.8125,2.75390625,2.96484375,2.703125,2.83984375
1.60259665309107e+18,32.6875,32.4375,41.4375,32.5625,2.765625,2.98046875,2.25390625,2.94140625
1.60259665319107e+18,32.6875,32.3125,41.25,32.0625,2.97265625,2.92578125,2.3125,2.80859375
1.60259665329107e+18,32.125,32.0625,40.5625,31.9375,2.65234375,2.8515625,2.59375,3.01171875
1.60259665339107e+18,32.125,31.875,40.6875,31.5,3.078125,2.97265625,2.23046875,2.88671875
1.60259665349107e+18,31.625,31.625,40,31.5,3.01171875,3.015625,2.43359375,2.98828125
1.60259665359107e+18,31.4375,31.1875,39.75,30.9375,2.8203125,2.83203125,2.59375,2.859375
1.60259665369107e+18,31,31.125,39.4375,30.9375,3.0234375,2.9765625,2.21484375,3.03515625
1.60259665379107e+18,30.9375,30.5625,38.8125,30.3125,2.9921875,3.01953125,2.1875,2.71484375
1.60259665389107e+18,30.625,30.625,38.875,30.375,3.01171875,3.015625,2.43359375,2.98046875
1.60259665399107e+18,30.1875,29.9375,38.125,29.8125,2.89453125,2.83984375,2.50390625,2.94140625
1.60259665409107e+18,29.8125,30.0625,37.875,29.875,3.10546875,3.04296875,2.2421875,2.91015625
1.60259665419107e+18,29.6875,29.3125,37.6875,29.125,2.8671875,2.9296875,2.12109375,2.86328125
1.60259665429107e+18,29.8125,29.4375,37,29.125,2.93359375,3.046875,2.27734375,2.87890625
1.60259665439107e+18,29.0625,28.75,37.125,28.5625,2.99609375,2.7890625,2.453125,2.91796875
1.60259665449107e+18,28.6875,28.875,36.375,28.625,2.86328125,2.96875,2.2890625,2.97265625
1.60259665459107e+18,28.4375,28.125,35.875,28,2.7109375,2.6875,2.7421875,2.796875
1.60259665469107e+18,28.375,28.25,35.875,28.0625,2.75,2.77734375,2.234375,2.875
1.60259665479107e+18,27.9375,27.625,35.125,27.4375,2.73046875,2.8125,2.375,2.796875
1.60259665489107e+18,27.875,27.6875,34.875,27.3125,2.66015625,2.76953125,2.2890625,2.6015625
1.60259665499107e+18,27.375,27,34.625,26.8125,2.8125,2.89453125,2.15234375,2.75
1.60259665509107e+18,27.25,26.9375,33.9375,26.75,2.7890625,2.62890625,2.32421875,2.7578125
1.60259665519107e+18,26.6875,26.5,33.9375,26.25,2.76953125,2.5,2.56640625,2.89453125
1.60259665529107e+18,26.5625,26.25,33.375,26.125,2.78515625,2.90234375,2.33984375,2.6875
1.60259665539107e+18,26.0625,26.0625,32.75,25.75,2.91796875,2.7734375,2.62109375,2.72265625
1.60259665549107e+18,26.0625,25.6875,32.8125,25.5625,2.80078125,2.84765625,2.56640625,2.66796875
1.60259665559107e+18,25.625,25.875,32.0625,25.4375,2.984375,2.8203125,2.57421875,2.765625
1.60259665569107e+18,25.5,25.125,32.1875,25.0625,2.8203125,2.859375,2.45703125,2.84765625
1.60259665579107e+18,25.125,25,31.5625,24.875,3.15234375,3.18359375,2.4921875,3.13671875
1.60259665589107e+18,24.8125,24.5625,30.9375,24.375,2.83203125,2.86328125,2.56640625,2.62109375
1.60259665599107e+18,24.6875,24.5625,31.0625,24.25,2.66015625,2.6328125,2.5859375,2.66015625
1.60259665609107e+18,24.25,23.875,30.25,23.75,2.83984375,3.06640625,2.41015625,3.04296875
1.60259665619107e+18,24.1875,23.8125,30.0625,23.625,2.90234375,2.8203125,2.61328125,2.7265625
1.60259665629107e+18,23.625,23.375,29.625,23.1875,2.25390625,2.875,2.66015625,2.80859375
1.60259665639107e+18,23.625,23.375,29.125,23.125,3.01171875,3.140625,2.484375,3.18359375
1.60259665649107e+18,23.1875,22.8125,29.125,22.625,2.84375,2.59765625,2.5859375,2.6328125
1.60259665659107e+18,23.375,23.0625,28.625,22.75,2.953125,3.14453125,2.47265625,2.33984375
1.60259665669107e+18,22.5625,22.25,28,22.0625,2.875,2.3046875,2.390625,2.40625
1.60259665679107e+18,22.8125,22.5,28.0625,22.1875,2.8828125,2.30859375,2.5390625,2.875
1.60259665689107e+18,21.9375,21.5625,27.375,21.5,2.4453125,2,2.28125,2.9296875
1.60259665699107e+18,21.8125,21.6875,26.75,21.625,2.9296875,2.328125,2.55859375,2.48046875
1.60259665709107e+18,21.25,20.9375,26.875,20.75,3.16796875,1.78125,2.40625,2.83203125
1.60259665719107e+18,21.4375,20.875,26.0625,20.875,1.54296875,2.16015625,2.203125,2.9453125
1.60259665729107e+18,20.6875,20.375,26.375,20.1875,2.38671875,1.7578125,2.34765625,1.2265625
1.60259665739107e+18,20.6875,20.375,25.5,20.125,1.96875,3.50390625,2.60546875,2.4453125
1.60259665749107e+18,20.1875,19.8125,24.9375,19.625,1.859375,2.80859375,2.12109375,1.49609375
1.60259665759107e+18,20.0625,19.8125,24.9375,19.6875,1.4453125,3.19921875,2.61328125,1.453125
1.60259665769107e+18,19.5625,19.3125,24.3125,19.0625,2.6328125,2.51171875,2.203125,1.875
1.60259665779107e+18,19.5,19.25,24,19.0625,1.52734375,2.58203125,2.08984375,2.31640625
1.60259665789107e+18,19.1875,18.9375,23.75,18.5625,2.70703125,0.9296875,2.4921875,2.515625
1.60259665799107e+18,18.875,18.6875,23.125,18.375,2.16015625,0.73828125,2.125,2.5
1.60259665809107e+18,18.75,18,23.25,18.3125,-1.05859375,-0.921875,1.1171875,0.01953125
1.60259665819107e+18,18.6875,18,23.125,18.125,-2.76171875,-0.7734375,-0.04296875,-2.32421875
1.60259665829107e+18,18.9375,18.375,23.125,18.375,-2.13671875,-1.53125,0.234375,-1.53125
1.60259665839107e+18,18.9375,18.6875,23.1875,18.375,-1.68359375,-1.375,0.44140625,-2.5
1.60259665849107e+18,18.9375,18.5625,23.0625,18.3125,-0.98046875,-1.765625,0.55078125,0.51953125
1.60259665859107e+18,18.875,18.5,23.1875,18.5,-1.77734375,-1.53125,0.58203125,-0.39453125
1.60259665869107e+18,18.875,18.5625,23.25,18.375,-1.5625,-0.39453125,0.65625,1.29296875
1.60259665879107e+18,18.8125,18.5625,23.1875,18.3125,0.00390625,1.0546875,1.4765625,1.26953125
1.60259665889107e+18,18.875,18.6875,23.1875,18.375,1.53125,0.171875,2.07421875,0.01953125
1.60259665899107e+18,18.375,18.375,23.25,18.1875,-0.7734375,-2.42578125,0.7890625,-0.58203125
1.60259665909107e+18,18.75,18.5625,23.25,18.375,-0.58203125,0.359375,0.40234375,-1.12109375
1.60259665919107e+18,18.5625,18.4375,23.25,18.5,-0.58203125,0.91015625,1.484375,0.53515625
